api	bakken_isopach_ft	choke_size	fluid_per_ft	length	min_dist	production_liquid_180	prop_per_ft	spud_year	stage_spacing	std_tvd	stimulated_formation	surface_lat	surface_lng	total_lbs_proppant	total_num_stages	total_volume_bbls	tvd
33053033430000	90.0	0.78125	7.30676414713558	10895.520697928829	656.8483073751336	104625.0	376.402937840281	2011.0	0.003579452610044939	118.67992771600001	1.0	47.993547091800004	-103.232119465	4101106.0	39.0	79611.0	11137.52
33053042370000	50.0	0.6875	10.858318604830687	9972.538469429861	878.1965426397886	75027.0	392.3590780817213	2012.0	0.0035096380031313114	80.1150024181	1.0	47.905185108699996	-103.551188375	3912816.0	35.0	108285.0	10947.15
33025007170000	60.0	0.28125			4347.040105317331	36508.0		2010.0		216.970577547	1.0	47.3127819041	-102.793654742	1758189.0	15.0	58830.0	10777.8
33105031450000	100.0	0.5625	3.9990754430515425	9638.977946009003	343.6772928894926	68023.0	242.90199781704254	2013.0	0.0036310903703739325	152.482783031	1.0	48.2540774826	-102.944218816	2341327.0	35.0	38547.0	9886.58
33053048550000	60.0	0.25	32.75005276371678	2613.7057127075427	4257.296752291336	32028.0	1506.61261551163	2013.0	0.016451737389920694	138.883354478	0.0	48.0753046843	-103.66926130600001	3937842.0	43.0	85599.0	10586.86
33025006730000	60.0			9029.863484695408	1400.960951328992	17826.0		2008.0		90.1179514465	1.0	47.3303585135	-102.595805966				10458.58
33053055900000	80.0	0.484375	10.288745829837362	11055.769272686764	235.7845373180774	82134.0	420.4119030850987	2014.0	0.0021708123069546963	94.2069204148	0.0	47.932384478	-103.365209815	4647977.0	24.0	113750.0	11327.38
33053043730000	90.0	0.5	4.761012845256804	11143.847270409584	325.4901556703857	100462.0	300.62687676056674	2013.0	0.00269206848156107	97.7227334764	1.0	47.9927192158	-102.995969207	3350140.0	30.0	53056.0	10485.64
33061013190000	140.0	0.34375	2.4265715507576275	10705.639399707425	532.0435053252095	46268.0	43.31707641980483	2010.0	0.0016813568370789627	350.83718197	1.0	48.3134263216	-102.72194568200001	463737.0	18.0	25978.0	10272.91
33025024010000	90.0	0.5	8.455570959683275	10013.634845442959	749.0943651767175	108912.0	471.32934971638866	2014.0	0.0018974129068273934	123.427183282	0.0	47.6596794859	-102.56272731600001	4719720.0	19.0	84671.0	10582.85
33013014160000	110.0	0.28125		5919.793165818034	12403.26114502461	7352.0		2008.0	0.0016892482084917804	78.8404052974	1.0	48.6028899796	-102.666213578		10.0		9210.69
33061016500000	90.0		4.464707600698679	12677.87390850461	2215.255954959935	117006.0	329.8773934953337	2011.0	0.003233980736509475	134.213925504	1.0	47.875254168199994	-102.290598546	4182144.0	41.0	56603.0	9826.66
33053035390000	120.0		4.714992953204619	5476.1481631591905	15.960393335967963	42581.0	259.6794238634375	2011.0	0.002739151599460468	126.24469213799999	1.0	48.023100121899994	-102.677834437	1422043.0	15.0	25820.0	10709.3
33025016400000	60.0	0.46875	4.1600328336508445	9940.546542203276	2995.174269736305	61311.0	204.20818829042705	2012.0	0.0034203350747014417	167.57027294	1.0	47.4163428229	-103.00163081299999	2029941.0	34.0	41353.0	11223.59
33105027030000	80.0	0.5	3.7142543819979004	10555.55058103238	3905.517397180162	30962.0	263.402650449719	2012.0	0.002842106602559226	162.811753558	1.0	48.4603773104	-103.850174175	2780360.0	30.0	39206.0	10173.97
33023007160000	80.0		5.673918389759821	10560.426830978158	9452.34509402929	18610.0	392.4395354781443	2011.0	0.003030180551616587	154.470880108	1.0	48.6632132171	-103.874773054	4144329.0	32.0	59919.0	9065.39
33025018800000	40.0	0.40625		9468.997303740867	3309.94852486175	41452.0	460.9094141652991	2013.0	0.004224312112138569	145.95944497899998	1.0	46.982980362	-102.93352715200001	4364350.0	40.0		10596.85
33053047200000	90.0	0.53125	8.869242537010209	10575.311207085106	443.14178477644555	34526.0	355.8672578333811	2013.0	0.002836795949787369	99.1527213532	0.0	47.733098633500006	-103.27908129	3763407.0	30.0	93795.0	11214.43
