api	bakken_isopach_ft	bh_lat	bh_lng	choke_size	data_group	legs	mean_tvd	min_tvd	production_liquid_180	std_tvd	surface_lat	surface_lng	td	total_lbs_proppant	total_num_stages	total_volume_bbls	tvd	length	stage_spacing	spud_year	shortest_dist	target_formation
33053039080000	50.0	47.76086	-103.490163	0.53125	TRAIN	2.0	11071.7311594	10543.49	34978.0	107.48867217700001	47.7333012034	-103.491148292	21000.0	3903588.0	31.0		11111.7	10059.546473690476	0.003081649861758355	2012.0	1.41034535051682	1.0
33053050230000	80.0	47.704288	-103.3446	0.46875	TRAIN	2.0	10986.284220799998	10496.66	64169.0	100.856608079	47.73371978310001	-103.34182402	21440.0	1676848.0	30.0	32639.0	11011.49	10761.724212098521	0.002787657387305416	2013.0	7.545372713524426	1.0
33105018760000	70.0	48.227265	-103.662321		TRAIN	2.0	10561.4102239	9986.93	77050.0	139.277515197	48.254851907399996	-103.66290716	20450.0	3883740.0	33.0	87052.0	10634.19	10067.906879886636	0.0032777418776018296	2010.0	2.245634714934812	1.0
33053053050000	70.0	47.925456	-103.500157	0.3125	TRAIN	3.0	10941.5286517	10524.75	80634.0	108.70762018299999	47.9070171464	-103.501523151	20830.0	5552146.0	30.0	124013.0	11003.52	6736.92006554076	0.004453073468015381	2014.0	4.725760999565783	1.0
33061015840000	110.0	48.224623	-102.436954	0.296875	TRAIN	2.0	9894.57077586	9395.96	134635.0	82.288075666	48.1975240974	-102.430080584	19740.0	2764850.0	30.0	34512.0	9886.59	10029.080917353942	0.0029913010222192083	2011.0	5.600124351957704	1.0
33025025030000	60.0	47.329334	-102.803437	0.46875	TRAIN	2.0	10783.805510200002	10321.49	51796.0	73.1053777039	47.3565425174	-102.80836505399999	20799.0	3731366.0	30.0	82183.0	10799.44	10003.315769023264	0.0029990055990134195	2014.0	1.3602846197449403	1.0
33053034140000	70.0	47.876615	-103.443413	1.0	TRAIN	2.0	11200.6813333	10690.96	81814.0	109.53549291	47.8489243071	-103.441366069	21060.0	2399613.0	37.0		11220.04	10117.1911979518	0.0036571415204143375	2011.0	7.052330328587771	1.0
33023005490000	110.0	48.778998	-103.021281	0.625	TRAIN	2.0	8529.77968	8050.5	28699.0	113.08179259200001	48.8064464286	-103.020691473	18331.0	3051950.0	24.0	51035.0	8596.75	10017.36845587714	0.002395838797954898	2010.0	14.14796969208211	1.0
33105016280000	100.0	48.227654	-102.948411		TRAIN	2.0	9823.99306452	9183.21	25537.0	117.819061849	48.253683441999996	-102.94852099799999	19114.0				9888.6	9498.592836502337		2007.0	3.4535195112948127	1.0
33053045660000	90.0	47.962108	-102.925024	0.375	TRAIN	2.0	10768.9874383	10154.1	63332.0	91.8252535898	47.93519167979999	-102.92498930299999	20443.0	3412443.0	30.0	64401.0	10753.9	9822.194764742653	0.0030543071806809173	2013.0	3.631266962077202	0.0
33053044790000	90.0	48.052337	-103.23061		TRAIN	2.0	11191.0724359	10705.34	77928.0	99.15243384639999	48.025217613900004	-103.233221418	20958.0	3783987.0	32.0	75185.0	11209.59	9916.783663681688	0.003226852685835413	2013.0	1.2173816076153687	1.0
33061013140000	110.0	47.862755	-102.478112	0.109375	TRAIN	2.0	10171.3365766	9698.74	73574.0	120.708368471	47.877405796800005	-102.47751252799999	15436.0	1864700.0	19.0	21269.0	10227.93	5348.321099811703	0.003552516695504488	2010.0	8.054147568512802	1.0
33025017310000	40.0	47.125314	-102.744628	0.4375	TRAIN	2.0	10357.8260902	9704.74	8046.0	171.904633156	47.0980995046	-102.74439759100001	19973.0	261683.0		7981.0	10470.34	9931.164807727735		2012.0	24.613593769135534	1.0
33061017860000	110.0	48.107406	-102.353984		TRAIN	2.0	10004.8625203	9495.64	80661.0	124.226414546	48.1091665208	-102.388353743	18240.0	1962600.0	30.0	26673.0	9996.46	8399.253332475184	0.0035717460603321596	2011.0	5.576884367778656	1.0
33061016010000	80.0	48.489373	-102.391757	0.375	TRAIN	2.0	9053.17989418	8525.41	41957.0	107.509392187	48.5183409814	-102.389918544	19351.0		31.0	54963.0	9113.6	10580.21635415022	0.002929996794237565	2011.0	10.87978828834622	1.0
33061005550000	120.0	48.024611	-102.463149	0.3125	TRAIN	2.0	10272.5252514	9732.27	48324.0	85.19786578899999	48.0369616629	-102.50359993100001	21027.0				10224.84	10851.473798621993		2007.0	3.028151285232857	1.0
33061011470000	90.0	48.432031	-102.413743	0.5	TRAIN	2.0	9150.60537931	8441.72	34069.0	184.26331788299998	48.4444849164	-102.42777722299999	14603.0		15.0		9228.34	5674.279941999841	0.0026435072208850882	2010.0	24.242628923331782	1.0
33061012960000	90.0	47.878066	-102.226131		TRAIN	2.0	9700.49037037	9217.83	55708.0	119.99945958200001	47.890120956800004	-102.23509552700001	14411.0		15.0		9750.65	4915.742162652665	0.003051421230747709	2010.0	5.759260752713852	1.0
33025017880000	80.0	47.560047	-102.632198	0.4375	TRAIN	2.0	10868.1949563	10337.12	79026.0	75.4455223759	47.5889049647	-102.63278177	21178.0	4585311.0	30.0	64930.0	10893.72	10531.708504866432	0.002848540669933826	2013.0	6.9216718743215	0.0
33023008360000	100.0	48.925458	-103.519338	0.3125	TRAIN	2.0	7978.29238095	7387.55	25103.0	141.212973113	48.951490858599996	-103.51670232200001	17485.0	989131.0	40.0	18064.0	8077.44	9520.786734557567	0.0042013334732950314	2012.0	5.762533950013123	0.0
33025013210000	90.0	47.789155	-102.351105	0.28125	TRAIN	2.0	9896.22353846	9196.16	129870.0	156.124687843	47.761818512299996	-102.34357815	19810.0	2750000.0	30.0	39116.0	9943.71	10144.858128763399	0.0029571630888500984	2011.0	0.8986415951917733	1.0
33105024530000	90.0	48.226997	-103.078451	0.53125	TRAIN	2.0	10006.8298673	9522.33	56448.0	74.7730574997	48.254130144899996	-103.077379783	19686.0	2734085.0	24.0	68557.0	10034.35	9904.73599918684	0.0024230832605705347	2011.0	21.659355629874188	1.0
33025021100000	60.0	47.299918	-102.852181	0.65625	TRAIN	2.0	10881.5556115	10405.56	47438.0	95.50927267590001	47.326242193	-102.847813091	20540.0	1371640.0	30.0	46214.0	10896.85	9666.709429777005	0.0031034345469813144	2013.0	2.872501236305503	1.0
33061026880000	130.0	48.254136	-102.544935	0.75	TRAIN	2.0	10153.510979	9720.56	58624.0	85.8758400479	48.2264885708	-102.543173272	20138.0	3812515.0	29.0	71020.0	10164.98	10098.065662088818	0.002871837138955705	2013.0	2.2600101432519755	1.0
33105030740000	90.0	48.13918	-103.297246	0.53125	TRAIN	2.0	10953.6416912	9941.14	50314.0	197.901835357	48.111913701599995	-103.296611737	20760.0	3749815.0	20.0	80632.0	11036.35	9951.103053886296	0.0020098274424149606	2013.0	1.116010042747143	0.0
33089007070000	40.0	46.862779	-102.945168	0.28125	TRAIN	2.0	10146.123245	9751.62	73492.0	75.24563987319999	46.88930825550001	-102.945289732	19648.0	3322000.0	30.0	40507.0	10143.68	9680.992694282684	0.0030988557627687433	2012.0	6.8642060252300565	0.0
33025021810000	60.0	47.356958	-102.897703	0.78125	TRAIN	2.0	10931.8457419	10437.54	46832.0	104.886918597	47.329520634	-102.899771836	20840.0	1355520.0	30.0	44664.0	11016.52	10025.38893185445	0.002992402609406869	2013.0	2.442937609102296	1.0
33105024760000	70.0	48.19828	-103.709394		TRAIN	2.0	10723.737014899998	10092.72	66960.0	148.031804625	48.2256095661	-103.706383854	20590.0	3721560.0	48.0	75978.0	10812.4	9999.817408279892	0.004800087645625988	2012.0	9.308421888043808	1.0
33061015340000	70.0	48.415332	-102.227859	0.375	TRAIN	2.0	8648.18984615	8219.87	44754.0	95.06141322639999	48.3877197455	-102.22719841799999	18635.0	2854427.0	22.0	51025.0	8611.31	10077.419408567801	0.0021830985799098177	2011.0	22.37236853940326	1.0
33053036530000	80.0	47.673848	-103.198012	0.3125	TRAIN	2.0	11244.1190551	10766.16	17972.0	99.88343559469999	47.646502111000004	-103.19625041200001	21105.0	2984100.0	20.0	64717.0	11312.82	9988.335799203469	0.0020023355644085295	2011.0	21.276945231172284	0.0
33105019370000	90.0	48.283968	-103.436877	0.21875	TRAIN	2.0	10700.996124	10208.61	70437.0	113.452891534	48.256460242799996	-103.438479445	20500.0	2935227.0	32.0	50432.0	10730.95	10045.559120125983	0.003185487200596823	2011.0	11.210109806383922	1.0
33025021370000	80.0	47.632277	-102.413846	0.5	TRAIN	2.0	10277.8052362	9690.13	39569.0	86.9708203518	47.6593258283	-102.407128254	20478.0	3307200.0	30.0	65664.0	10292.26	10007.76038628699	0.002997673689420775	2013.0	0.8580048347509829	1.0
33025023120000	70.0	47.502679	-102.733474	0.46875	TRAIN	2.0	11104.80875	10585.7	70666.0	114.26184705700001	47.5300126431	-102.737249657	21897.0	3605180.0	31.0	59060.0	11126.5	10017.790461168483	0.003094494751129396	2013.0	1.4522371373651672	1.0
33023005710000	100.0	48.895947	-103.4372	0.5625	TRAIN	2.0	8206.17373188	7349.06	48927.0	126.81139134200001	48.9228454263	-103.43730820299999	17807.0	3220750.0	30.0	56233.0	8272.43	9815.695642923512	0.0030563294840573094	2010.0	18.49776141112806	1.0
33053043230000	100.0	48.024322	-102.74568	0.40625	TRAIN	2.0	10759.1133333	10218.67	61628.0	124.02807386100001	48.051850241000004	-102.75031951700001	20879.0	1298448.0	29.0	36170.0	10822.46	10109.073185851377	0.0028687100653884173	2012.0	0.9632875393257463	1.0
33053049440000	90.0	48.052176	-103.09776	0.59375	TRAIN	2.0	10575.0420588	9920.47	119037.0	79.4023910804	48.02487729479999	-103.10680333399999	21591.0	3104439.0	30.0	82753.0	10588.88	10203.174886022442	0.0029402612750564212	2013.0	1.1653712843967798	0.0
33061009860000	90.0	47.90227	-102.274286	0.375	TRAIN	3.0	9444.27488889	9012.16	58218.0	176.36398803	47.904754674399996	-102.277688721	15006.0		15.0		9578.19			2010.0	9.116917571862942	1.0
33025014210000	80.0	47.633919	-102.638265	0.28125	TRAIN	3.0	10495.9882857	9898.03	48460.0	248.630161399	47.63297849600001	-102.638712968	15171.0	1814453.0		40325.0	10775.31			2012.0	15.531641924557194	1.0
33053037890000	90.0	48.052235	-103.247497		TRAIN	2.0	11149.614129	10579.5	83697.0	126.296414287	48.0249150536	-103.242532445	21260.0	3813070.0	30.0	79040.0	11203.78	10042.800491983087	0.0029872145746545737	2012.0	2.2584775745936723	1.0
33053052380000	50.0	47.733355	-103.695479	0.75	TRAIN	2.0	10853.470472399997	10476.79	61718.0	80.06019671109999	47.760799705299995	-103.69401602100001	20757.0	3867900.0	34.0	206036.0	10860.5	10021.438536701924	0.0033927264908606095	2013.0	1.7902267987342027	1.0
33105032220000	90.0	48.54563	-103.314268	0.625	TRAIN	3.0	9854.81331429	9173.27	49907.0	161.150054206	48.5185158575	-103.32095717899999	20210.0	2971542.0	35.0	44862.0	9813.63	10025.545971912605	0.003491081692513843	2013.0	5.439334113179822	1.0
33061017990000	110.0	47.873565	-102.525041	0.375	TRAIN	4.0	10153.9916129	9792.26	88172.0	176.379533358	47.8755219515	-102.52548401600001	20161.0	2563739.0	30.0	16618.0	10356.62			2012.0	12.442723702788383	1.0
33053033900000	100.0	47.835214	-102.699978	0.3125	TRAIN	4.0	10946.5043165	10393.93	119024.0	129.797249896	47.8462883665	-102.701406786	20585.0	3163242.0	25.0	77514.0	11002.98	4056.3353818603414	0.006163198465244841	2011.0	12.167790043821268	0.0
33105023140000	110.0	48.546945	-102.912043	0.375	TRAIN	2.0	9359.11938356	8778.94	55017.0	138.062815499	48.5768641572	-102.91081548	20060.0	3044896.0	30.0	54075.0	9437.34	10921.997832230869	0.0027467502247134545	2012.0	1.6315519739933844	1.0
33025014670000	90.0	47.789152	-102.39965	0.625	TRAIN	2.0	10145.2915341	9538.02	80488.0	133.582207135	47.7622261789	-102.365809464	22891.0	3023355.0	37.0	55093.0	10239.26	12861.402364504456	0.0028768247000898173	2012.0	2.772101749387081	0.0
33025012090000	40.0	47.153764	-102.83397		TRAIN	2.0	10451.6210545	9864.62	44235.0	99.3728943616	47.1263425014	-102.834064301	19995.0	1201920.0	21.0	161730.0	10498.26	10006.566071670757	0.0020986220297342937	2011.0	14.123548416602949	1.0
33053050410000	90.0	47.635697	-103.104649		TRAIN	3.0	11168.7263636	10629.23	68243.0	146.471126137	47.644970066300004	-103.106482079	21198.0	3330300.0	30.0	51566.0	11220.22	3413.7718418666827	0.008787933520359614	2013.0	10.03431099813865	1.0
33053032420000	90.0	47.761919	-103.320113	0.75	TRAIN	2.0	10937.1282222	9520.45	82255.0	260.95703354	47.79086087899999	-103.318368829	21244.0	3400000.0	32.0	59000.0	11018.06	10570.007365978754	0.0030274340302729663	2010.0	7.403663205520481	1.0
33053043490000	50.0	47.834188	-103.657776	0.4375	TRAIN	3.0	10770.6887342	10192.46	70384.0	152.617974914	47.8201824011	-103.65359114200001	21002.0	3392938.0	30.0	218769.0	10835.72	5212.686326207637	0.005755189958231339	2012.0	19.53204710272607	1.0
33053055160000	90.0	47.961907	-103.273696	0.375	TRAIN	2.0	11356.472303	10846.91	82665.0	106.22070445700001	47.9352385058	-103.275462393	20862.0	1722239.0	35.0	87146.0	11381.46	9741.32768412905	0.003592939395419719	2014.0	1.257340653321345	0.0
33061020780000	110.0	48.03965	-102.338762	0.625	TRAIN	2.0	9906.9411039	9416.97	54862.0	102.278240571	48.0445390327	-102.37332231799999	18427.0	1547137.0	24.0	32876.0	9898.2	8618.602241740791	0.002784674280913614	2012.0	2.3108735015654194	1.0
33013017680000	120.0	48.575943	-102.815178	0.5625	TRAIN	2.0	9313.88287879	8780.52	43387.0	129.36490479100001	48.6036578075	-102.813378303	19090.0	7999906.0	36.0	111765.0	9369.55	10122.89650707086	0.00355629438420653	2014.0	1.6416355888470038	1.0
33025020950000	50.0	47.298517	-102.852266	0.75	TRAIN	2.0	10751.8185075	10163.13	52651.0	130.757879312	47.2710626915	-102.85244179899999	20545.0	1421300.0	30.0	27929.0	10815.36	10018.606060280548	0.002994428548192653	2013.0	4.838888034946462	1.0
33053053420000	120.0	48.008136	-102.675241	1.0	TRAIN	2.0	10760.136	10182.27	19320.0	177.103528268	48.0230896614	-102.678267837	16375.0	2914418.0	15.0	44829.0	10872.8	5506.621417139278	0.002723993327980152	2013.0	0.41800753954350084	0.0
33013017440000	110.0	48.721073	-102.86013	0.46875	TRAIN	2.0	8950.57341085	8439.39	46355.0	128.544513959	48.7485830667	-102.85776730100001	18830.0	4390823.0	30.0	56915.0	9060.47	10054.951282332935	0.002983604709523709	2013.0	22.009972667395193	0.0
33105025660000	80.0	48.431619	-103.725754	0.4375	TRAIN	2.0	10005.6072928	9469.53	25381.0	110.377795528	48.4591115911	-103.72558023299999	19797.0	2943902.0	25.0	73025.0	10083.97	10032.569647332548	0.0024918840216222155	2012.0	20.98623990751342	1.0
33023010630000	100.0	48.951591	-103.488737	0.375	TRAIN	2.0	8084.7657764	7520.57	49186.0	116.17417536	48.922163946400005	-103.490868805	18627.0	2022092.0	25.0	44539.0	8084.21	10750.549524283011	0.00232546252110469	2013.0	1.2344856334761167	1.0
33053039710000	90.0	47.762333	-102.829606	0.53125	TRAIN	3.0	10644.2596296	10317.73	128984.0	170.26509989	47.7616194778	-102.82868843	20948.0	2954660.0	30.0	48221.0	10851.44			2012.0	4.839414845004112	1.0
33061010820000	110.0	47.948763	-102.476221		TRAIN	2.0	10124.1399454	9709.09	61170.0	78.9222252732	47.93365160720001	-102.477954238	15443.0		18.0		10145.06	5530.639775214756	0.0032545963453750803	2009.0	4.940422882244862	1.0
33105028800000	130.0	48.275165	-102.870113	0.4375	TRAIN	2.0	10272.0710156	9810.26	37023.0	100.94341175299999	48.2747341425	-102.82896663	19997.0	3055987.0	30.0	51580.0	10220.56	9994.54527560804	0.0030016373104252998	2013.0	17.227307423436827	1.0
33105033570000	70.0	48.227472	-103.608581	0.875	TRAIN	2.0	10469.3064331	9992.29	51934.0	98.138531341	48.2550337929	-103.60512384299999	20590.0	4482697.0	32.0	66477.0	10515.53	10092.767547822228	0.0031705872396620106	2014.0	1.372122267251898	1.0
33053033460000	50.0	47.905572	-103.781901	0.46875	TRAIN	2.0	10611.0669118	10067.23	61126.0	119.33058506399999	47.878250996599995	-103.78218173100001	20341.0	148995.0	25.0	2144.0	10664.98	9970.103041512008	0.0025074966523323562	2010.0	19.71952171180733	1.0
33105029350000	100.0	48.503542	-102.988031	0.4375	TRAIN	2.0	9686.03605839	9204.75	61814.0	89.43455138559997	48.5310309319	-102.98712823299999	19888.0	2981280.0	33.0	63890.0	9738.34	10033.519390574826	0.0032889755543801676	2013.0	1.7772349706506914	0.0
33053042300000	100.0	48.024676	-102.749416	0.4375	TRAIN	2.0	10742.778345899998	10167.6	58582.0	143.62975589200002	48.0518512007	-102.75072867	20458.0	1265665.0	30.0	27389.0	10793.09	9921.831579646314	0.0030236352793512563	2012.0	1.0551939806169663	1.0
33053046900000	90.0	47.769068	-103.178125	0.25	TRAIN	3.0	10884.4917925	10298.6	99068.0	118.22192611700001	47.78899872270001	-103.17980179799999	21210.0	3773137.0	26.0	110748.0	10963.17	7284.650062845556	0.003569148795850845	2013.0	3.948157075145142	1.0
33053048080000	90.0	47.73260300000001	-102.87452	0.53125	TRAIN	2.0	10872.8945395	10370.41	111774.0	106.72123434	47.7613125092	-102.870178023	21130.0	3498720.0	32.0	74291.0	10911.43	10530.58684905866	0.003038767018275008	2013.0	1.3644810054029062	1.0
33053040890000	90.0	47.962497	-103.040758	0.28125	TRAIN	2.0	10704.3202791	10067.25	55606.0	102.309412306	47.9351140833	-103.043913706	20694.0	3455160.0	32.0	55907.0	10710.01	10022.183977543295	0.003192916840451382	2012.0	2.2992176004604423	1.0
33061012700000	100.0	47.976382	-102.315627	0.28125	TRAIN	2.0	9535.99191919	9064.13	119000.0	123.45121348299999	47.962849058500005	-102.31484382200001	14270.0		21.0		9571.22	4942.090094135918	0.004249214320256473	2010.0	4.443814713143053	1.0
33061009350000	130.0	48.428792	-102.817523		TRAIN	2.0	9684.86985915	9070.16	31433.0	135.500649731	48.4020196122	-102.80004060700001	20190.0				9647.99	10647.803636241879		2009.0	16.135344360216056	1.0
33061018810000	120.0	48.155947	-102.441044	0.25	TRAIN	3.0	10160.6917241	9627.25	49429.0	159.64594209	48.158821686	-102.46014253799999	20299.0	2351480.0	30.0	31126.0	10217.37	4766.045773230884	0.006294526202097953	2011.0	11.192585058567598	1.0
33061008920000	110.0	47.849211	-102.562374	0.1875	TRAIN	2.0	10490.3860317	10003.0	28244.0	114.48777056799999	47.875405254499995	-102.56190554	19874.0				10533.33	9559.385956102817		2009.0	2.9828600170336688	1.0
33105026750000	60.0	48.129036	-103.691129	0.75	TRAIN	3.0	10567.3257895	9999.14	39280.0	127.65985138	48.1278790836	-103.731972961	20437.0	3281739.0	30.0	53347.0	10634.22	9957.224834818719	0.0030128876768047972	2012.0	7.227514289265986	1.0
33053037070000	50.0	47.530952	-103.552439	0.46875	TRAIN	2.0	10597.0329104	10021.18	15082.0	141.39290217799999	47.558227216000006	-103.551635483	20350.0	3131800.0	25.0	47102.0	10623.59	9955.125610183139	0.002511269167154194	2012.0	17.272619810434307	1.0
33061009730000	130.0	48.025217	-102.548181	0.75	TRAIN	2.0	10419.8334959	9709.94	61948.0	141.758748747	48.0388285726	-102.586284314	22776.0	2193000.0	22.0	27864.0	10387.34	10541.70195325353	0.0020869495360006877	2010.0	2.0770606254758843	1.0
33061023640000	100.0	47.980897	-102.258996		TRAIN	2.0	9552.5144164	9093.99	270241.0	64.3211211249	48.0062857362	-102.294684378	22139.0	12323471.0	61.0	133359.0	9557.86	12719.778613685716	0.004795680951110869	2013.0	2.8946235420779582	1.0
33053035180000	90.0	48.05216400000001	-102.966652	0.40625	TRAIN	2.0	10383.1916667	9945.27	86221.0	79.5043570586	48.0246523715	-102.96566081700001	20250.0	2274800.0	20.0	47528.0	10410.63	10042.341019843414	0.001991567500095894	2011.0	12.859179476751828	0.0
33105024970000	80.0	48.110305	-103.482068		TRAIN	2.0	11004.3941221	10467.37	53725.0	117.875660042	48.082678819799995	-103.48126499700001	21010.0	905617.0	9.0	24687.0	11031.43	10083.129706751834	0.0008925800085635562	2012.0	3.2045997223759204	1.0
33053036810000	90.0	47.702535	-103.245389	0.59375	TRAIN	3.0	11239.6711429	10878.2	35139.0	155.140272966	47.704597859399996	-103.244032015	21856.0	1904689.0	19.0	55983.0	11360.79			2011.0	1.3660544890583615	1.0
33105025420000	80.0	48.106412	-103.524257		TRAIN	4.0	10867.7352381	10417.83	71489.0	198.492393224	48.1100139355	-103.52157560299999	20874.0	3847860.0	37.0	93053.0	11033.27			2012.0	1.7658474274250628	0.0
33023009260000	90.0	48.976104	-103.816417	0.15625	TRAIN	2.0	7884.39553191	7363.28	42476.0	127.19613653	48.97457377600001	-103.859668349	18100.0	2395090.0	30.0	52366.0	7939.45	10374.81051818322	0.0028916190755890006	2012.0	5.934828444990534	0.0
33105017180000	100.0	48.49710200000001	-102.939672		TRAIN	2.0	9663.8125	9230.81	31950.0	68.9328364259	48.516520109700004	-102.93841831600001	16539.0		11.0		9704.04	7092.455021729378	0.0015509439208706932	2009.0	13.427580959895852	1.0
33053033740000	60.0	47.800921	-103.469824		TRAIN	5.0	11028.16112	10520.24	63763.0	117.00701888200001	47.791043951000006	-103.469917274	20975.0	3302141.0	27.0	79913.0	11070.81	3604.3639785674964	0.007490919385652824	2011.0	8.918028463556864	1.0
33025020550000	80.0	47.560024	-102.445938	0.5625	TRAIN	2.0	9980.18129555	8820.88	39905.0	351.261008123	47.594770476899996	-102.45498107	22445.0	3026420.0	31.0	61030.0	10229.96	12873.475629243061	0.0024080520981902653	2013.0	0.910388911295849	1.0
33053032590000	90.0	48.105341	-103.192452	0.40625	TRAIN	2.0	10956.4700885	10518.07	87331.0	102.969239444	48.083777998	-103.17824713799999	19445.0	3255513.0	25.0	75457.0	10975.85	8596.654658073869	0.002908107978551903	2011.0	7.395610955694147	1.0
33025018190000	60.0	47.298618	-102.824945	0.5625	TRAIN	2.0	10834.6457857	10346.02	36266.0	111.717497875	47.2698044425	-102.824416159	21113.0	2450540.0	30.0	28433.0	10901.62	10515.33794588652	0.002852975354133593	2012.0	6.214944425850298	1.0
33053041000000	40.0	47.853339	-103.962613	0.3125	TRAIN	3.0	10383.5611475	9861.69	39272.0	99.21730390290001	47.8504562204	-103.92361843799999	20977.0	3275980.0	20.0	100989.0	10397.5	9606.623809133416	0.0020818968658880103	2012.0	21.900341082823573	1.0
33105019660000	90.0	48.254891	-103.202859	0.25	TRAIN	2.0	11047.9691538	10599.26	61896.0	101.997439041	48.2270467187	-103.203341011	21028.0	2655720.0	30.0	58832.0	11060.2	10161.494054935196	0.002952321758770278	2010.0	2.529307902410579	1.0
33053052940000	70.0	47.934423	-103.516254	0.34375	TRAIN	2.0	10905.2718605	10439.91	82995.0	104.13780072899999	47.9066497563	-103.513827792	20992.0	4031832.0	27.0	170601.0	10931.55	10152.249195643852	0.0026595091865539724	2014.0	1.3473349275409907	1.0
33105023490000	100.0	48.618161	-102.956237	0.40625	TRAIN	2.0	9329.51707143	8861.68	58300.0	66.2359340162	48.5906553426	-102.954970622	19237.0	3023102.0	30.0	54930.0	9310.67	10041.900114174736	0.002987482414573436	2012.0	1.6080730651755335	1.0
33061011520000	120.0	48.111739	-102.463188	0.5625	TRAIN	2.0	10043.4058721	9552.55	104056.0	98.48015392	48.1383920425	-102.472363088	19795.0		18.0		10122.34	9979.586210716028	0.0018036819984251144	2009.0	5.318950054522872	1.0
33025007750000	60.0	47.398404	-102.944452	0.1875	TRAIN	6.0	11171.5487755	10640.54	7505.0	113.205484524	47.372770876400004	-102.944588828	20355.0				11200.86	9353.993451211765		2008.0	18.31051841376	1.0
33007016890000	30.0	46.834508	-103.24117		TRAIN	2.0	10478.0178906	9936.2	23714.0	113.746685842	46.8605864408	-103.24593142799999	20274.0	595285.0	11.0	13230.0	10464.48	9590.346929231038	0.0011469866607716128	2011.0	6.632826878437798	1.0
33105018270000	60.0	48.25201	-104.021797	0.375	TRAIN	7.0	10320.809298200002	9945.65	47868.0	122.22323455899999	48.2422608684	-104.02173268	20262.0	2616107.0	24.0	51583.0	10406.58	3557.646703322996	0.006746032420134063	2010.0	14.650004273309756	1.0
33053038740000	80.0	47.874794	-103.397741	0.21875	TRAIN	2.0	11152.723631	10637.3	71460.0	100.04823059200001	47.848768264600004	-103.39784991100001	20437.0	1722039.0	30.0	25742.0	11159.3	9497.24005171323	0.0031588124377869365	2011.0	18.932892570214776	1.0
33053049380000	120.0	47.985187	-102.647467	0.5	TRAIN	4.0	10483.8032	10051.31	139275.0	161.111514889	47.991433530900004	-102.643053472	20735.0	4956939.0	31.0	54504.0	10590.12	2521.477190936512	0.012294380497047511	2013.0	10.76952209133275	0.0
33105028350000	80.0	48.08276	-103.498546	0.71875	TRAIN	2.0	11067.2103774	10557.24	74295.0	89.7509432468	48.1100120488	-103.501948409	21015.0	3865104.0	30.0	73879.0	11097.25	9979.216551637888	0.0030062480200488385	2013.0	7.537407056534412	1.0
33061012400000	110.0	47.906217	-102.455064	0.109375	TRAIN	2.0	10016.1782609	9560.72	72269.0	126.3167591	47.9191378959	-102.45513420399999	14606.0	2123300.0	20.0	23548.0	10077.46	4715.070611475939	0.004241718024608646	2010.0	8.035460813038615	1.0
33053048180000	90.0	47.992792	-102.80906	0.34375	TRAIN	2.0	10482.5983226	9859.88	85181.0	145.20608815	48.022384642	-102.807279467	21100.0	1887157.0	30.0	38254.0	10579.63	10807.569024301663	0.0027758323756751084	2013.0	1.1607356552257626	0.0
33105016230000	100.0	48.616876	-102.981114		TRAIN	3.0	9267.38738095	8807.23	29064.0	89.40522321639999	48.6050184084	-102.992550222	15019.0				9270.93	5131.90609948183		2007.0	7.9904877276360065	1.0
33053041330000	90.0	47.964299	-103.223331	0.90625	TRAIN	2.0	11187.6206338	10622.14	45135.0	136.399173515	47.994238265	-103.22306094700001	21695.0	3641890.0	31.0	104922.0	11289.85	10925.51064205901	0.002837395982267587	2012.0	7.422380607607155	0.0
33025012700000	80.0	47.645034	-102.701096	0.40625	TRAIN	2.0	11175.33	10680.08	36328.0	85.9771530525	47.619610903	-102.699033239	20332.0	2182365.0	22.0	53849.0	11175.71	9291.147685478427	0.0023678452592444353	2011.0	2.3218301487281905	0.0
33053029970000	90.0	47.962616	-103.031133	0.5625	TRAIN	2.0	10637.3272857	10172.42	33742.0	147.266880176	47.9505081887	-103.030672916	14945.0				10714.07	4419.762296961475		2010.0	13.815759056734219	1.0
33061020700000	100.0	48.438376	-102.601685		TRAIN	2.0	9597.28503937	9061.65	46000.0	135.595839709	48.4384637294	-102.56043363299999	19452.0	4434720.0	36.0	81073.0	9721.21	9986.765500453399	0.0036047707336640277	2012.0	26.806393468152567	1.0
33061006690000	80.0	48.169454	-102.208475		TRAIN	2.0	9224.25582418	8677.2	202766.0	160.184451119	48.181334102	-102.222669502	14508.0				9308.53	5543.0600590324675		2008.0	13.972582516706137	1.0
33053057440000	90.0	47.962442	-102.959563	0.53125	TRAIN	2.0	10448.7831461	10000.65	76981.0	120.875740353	47.948022254099996	-102.958155291	15370.0	2136700.0	18.0	42100.0	10475.19	5273.227631515544	0.0034134691801322326	2014.0	6.5599233590221475	1.0
33053058180000	90.0	47.847173	-103.237544	0.625	TRAIN	2.0	11123.6111561	10668.87	97610.0	85.2805953495	47.81814134760001	-103.23505649	21549.0	3354129.0	36.0	92283.0	11146.22	10611.619560966907	0.0033925075991623433	2014.0	1.319112579106799	1.0
33061009670000	90.0	47.950589	-102.216696	0.375	TRAIN	2.0	9370.57186207	8914.07	69335.0	94.8496967802	47.961966224499996	-102.23038368600001	14500.0		8.0		9396.64	5331.618212437649	0.0015004825329273436	2009.0	14.024290336943585	1.0
